Speler;Link;Datum;Speelronde;P_Gespeeld;P_Gewonnen;P_Gelijk;P_Verloren;P_Kaart_Geel;P_Kaart_Rood;P_Doelpunt;P_Assist;P_Tegendoelpunt;P_Eigen_Doelpunt;P_Clean_Sheet;P_Penalty_Gescoord;P_Penalty_Gemist;P_Penalty_Gestopt;P_Totaal
R. Niemeijer;/players/reuven-niemeijer/447106/;2024-08-30;4;2.466666666666667;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.4666666666666668
R. Margaret;/players/richonell-margaret/508815/;2024-08-30;4;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
D. Cleonise;/players/denilho-cleonise/642338/;2024-08-30;4;1.5333333333333332;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.5333333333333332
M. Kramer;/players/michiel-kramer/19677/;2024-08-30;4;3.0;0.0;0.0;0.0;-0.0;-8.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;-5.0
L. van Gelderen;/players/liam--van-gelderen/463011/;2024-08-30;4;1.4666666666666666;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;0.46666666666666656
A. Jakobsen;/players/alexander-jakobsen/218149/;2024-08-30;4;0.5666666666666667;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.5666666666666667
T. van de Loo;/players/tim-van-de-loo/813111/;2024-08-30;4;0.5333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.5333333333333333
Y. van Osch;/players/van-yanick-osch/319269/;2024-08-30;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Familia-Castillo;/players/juan-familio-castillo/453849/;2024-08-30;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Kesting;/players/joey-kesting/567938/;2024-08-30;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
I. Takidine;/players/ilias-takidine/632532/;2024-08-30;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
P. Vroegh;/players/patrick-vroegh/457667/;2024-08-30;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Owusu-Oduro;/players/rome-jayden-owusu-oduro/789860/;2024-08-30;4;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;12.0;0.0;-0.0;0.0;17.0
Alexandre Penetra;/players/alexandre-manuel-penetra-correia/572102/;2024-08-30;4;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;15.0
D. Møller Wolfe;/players/david-moller-wolfe/603294/;2024-08-30;4;2.6;1.7333333333333334;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;8.666666666666668;0.0;-0.0;0.0;13.000000000000002
S. Maikuma;/players/seiya-maikuma/651537/;2024-08-30;4;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;15.0
W. Goes;/players/wouter-goes/777233/;2024-08-30;4;2.6;1.7333333333333334;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;-0.0;8.666666666666668;0.0;-0.0;0.0;11.000000000000002
J. Clasie;/players/jordy-clasie/134078/;2024-08-30;4;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;5.0;0.0;-0.0;3.0;0.0;-0.0;0.0;13.0
P. Koopmeiners;/players/peer-koopmeiners/533281/;2024-08-30;4;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;3.0;0.0;-0.0;0.0;8.0
S. Mijnans;/players/sven-mijnans/566000/;2024-08-30;4;2.6333333333333333;1.7555555555555555;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;2.6333333333333333;0.0;-0.0;0.0;7.022222222222222
I. Sadiq;/players/ibrahim-sadiq/513977/;2024-08-30;4;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;4.0;0.0;-0.0;1.0;0.0;-0.0;0.0;10.0
T. Parrott;/players/troy-parrot/515624/;2024-08-30;4;2.833333333333333;1.8888888888888888;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.9444444444444444;0.0;-0.0;0.0;5.666666666666666
R. van Bommel;/players/ruben-van-bommel/834074/;2024-08-30;4;2.833333333333333;1.8888888888888888;0.0;0.0;-2.0;-0.0;16.0;0.0;0.0;-0.0;0.9444444444444444;0.0;-0.0;0.0;19.666666666666664
K. Belić;/players/kristijan-belic/453868/;2024-08-30;4;0.4;0.26666666666666666;0.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.4;0.0;-0.0;0.0;-0.9333333333333332
D. Kasius;/players/denso-kasius/569311/;2024-08-30;4;0.4;0.26666666666666666;0.0;0.0;-0.0;-0.0;0.0;6.0;-0.0;-0.0;1.3333333333333333;0.0;-0.0;0.0;8.0
Z. Buurmeester;/players/zico-buurmeester/627669/;2024-08-30;4;0.36666666666666664;0.24444444444444444;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.36666666666666664;0.0;-0.0;0.0;0.9777777777777776
M. Meerdink;/players/mexx-meerdink/796451/;2024-08-30;4;0.16666666666666666;0.1111111111111111;0.0;0.0;-0.0;-0.0;8.0;0.0;0.0;-0.0;0.05555555555555555;0.0;-0.0;0.0;8.333333333333334
J. Addai;/players/jayden-addai/789997/;2024-08-30;4;0.16666666666666666;0.1111111111111111;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.05555555555555555;0.0;-0.0;0.0;0.33333333333333337
D. Deen;/players/daniel-deen/670179/;2024-08-30;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
K. Smit;/players/kees-smit/789945/;2024-08-30;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
H. Verhulst;/players/hobie-verhulst/138446/;2024-08-30;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Bazoer;/players/riechedly-bazoer/218161/;2024-08-30;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. van der Hart;/players/mickey-van-der-hart/218009/;2024-08-31;4;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;12.0;0.0;-0.0;0.0;17.0
P. Bochniewicz;/players/pawe-bochniewicz/273911/;2024-08-31;4;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;15.0
M. Köhlert;/players/mats-kohlert/400423/;2024-08-31;4;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;6.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;21.0
S. Kersten;/players/sam-kersten/453644/;2024-08-31;4;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;6.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;21.0
O. Braude;/players/oliver-johansen-braude/794018/;2024-08-31;4;2.1999999999999997;1.4666666666666666;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;7.333333333333333;0.0;-0.0;0.0;11.0
L. Brouwers;/players/luuk-brouwers/402458/;2024-08-31;4;1.8333333333333335;1.2222222222222223;0.0;0.0;-0.0;-0.0;9.0;0.0;0.0;-0.0;1.8333333333333335;0.0;-0.0;0.0;13.88888888888889
S. Olsson;/players/simon-olsson/423888/;2024-08-31;4;3.0;2.0;0.0;0.0;-0.0;-0.0;9.0;5.0;0.0;-0.0;3.0;0.0;-0.0;0.0;22.0
E. van Ee;/players/espen-van-ee/921919/;2024-08-31;4;2.7333333333333334;1.8222222222222222;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;2.7333333333333334;0.0;-0.0;0.0;7.288888888888889
D. Karlsbakk;/players/daniel-seland-karlsbakk/629619/;2024-08-31;4;2.1999999999999997;1.4666666666666666;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.7333333333333333;0.0;-0.0;0.0;4.3999999999999995
J. Trenskow;/players/jacob-trenskow/672937/;2024-08-31;4;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;1.0;0.0;-0.0;0.0;6.0
I. Sebaoui;/players/ilias-sebaoui/797954/;2024-08-31;4;2.7333333333333334;1.8222222222222222;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.9111111111111111;0.0;-0.0;0.0;5.466666666666667
L. Smans;/players/levi-smans/757104/;2024-08-31;4;1.1666666666666667;0.7777777777777778;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;1.1666666666666667;0.0;-0.0;0.0;3.1111111111111116
D. Hall;/players/denzel-hall/508910/;2024-08-31;4;0.8;0.5333333333333333;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;2.6666666666666665;0.0;-0.0;0.0;4.0
I. Nicolăescu;/players/ion-nicolescu/446191/;2024-08-31;4;0.8;0.5333333333333333;0.0;0.0;-0.0;-0.0;16.0;0.0;0.0;-0.0;0.26666666666666666;0.0;-0.0;0.0;17.599999999999998
C. Nunnely;/players/che-nunnely/423827/;2024-08-31;4;0.26666666666666666;0.17777777777777778;0.0;0.0;-0.0;-0.0;0.0;4.0;0.0;-0.0;0.08888888888888889;0.0;-0.0;0.0;4.533333333333333
I. Ahmed;/players/isaiah-ahmed/982466/;2024-08-31;4;0.26666666666666666;0.17777777777777778;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.26666666666666666;0.0;-0.0;0.0;0.711111111111111
Danilo Al Saed;/players/danilo-al-saed/530444/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
Hussein Ali;/players/hussein-ali/573309/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Oostra;/players/ties-oostra/982465/;2024-08-31;4;;;;;;;;;;;;;;;0
J. Bekkema;/players/jan-bekkema/452051/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Rallis;/players/dimitris-rallis/982464/;2024-08-31;4;;;;;;;;;;;;;;;0
A. Noppert;/players/andries-noppert/300862/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Bielica;/players/daniel-bielica/555492/;2024-08-31;4;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-4.0;-0.0;0.0;0.0;-0.0;0.0;-1.0
J. Van den Bergh;/players/jan-van-den-bergh/354185/;2024-08-31;4;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-4.0;-0.0;0.0;0.0;-0.0;0.0;-1.0
B. Lucassen;/players/boyd-lucassen/453952/;2024-08-31;4;2.4333333333333336;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;-0.5666666666666664
B. Kemper;/players/boy-kemper/463009/;2024-08-31;4;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-4.0;-0.0;0.0;0.0;-0.0;0.0;-1.0
L. Greiml;/players/leo-greiml/517683/;2024-08-31;4;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-4.0;-0.0;0.0;0.0;-0.0;0.0;-1.0
C. Valerius;/players/cherrion-valerius/947863/;2024-08-31;4;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-4.0;-0.0;0.0;0.0;-0.0;0.0;-1.0
D. Janošek;/players/dominik-janosek/492661/;2024-08-31;4;1.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.0
M. Garbett;/players/matthew-garbett/577465/;2024-08-31;4;2.466666666666667;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.466666666666667
R. Paula;/players/raul-paula/640610/;2024-08-31;4;1.3333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.3333333333333333
M. Balard;/players/maximilien-balard/643695/;2024-08-31;4;3.0;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.0
E. Ómarsson;/players/elias-mar-omarsson/213035/;2024-08-31;4;2.466666666666667;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.466666666666667
L. Sauer;/players/leo-sauer/790415/;2024-08-31;4;2.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.0
K. Kostorz;/players/kacper-kostorz/485378/;2024-08-31;4;1.6666666666666667;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.6666666666666667
R. Kuijpers;/players/roy-kuijpers/663306/;2024-08-31;4;0.5666666666666667;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.5666666666666667
Saná Fernandes;/players/sana-fernandes/926017/;2024-08-31;4;0.5333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.5333333333333333
C. Staring;/players/casper-staring/628494/;2024-08-31;4;0.5333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.5333333333333333
Manel Royo;/players/manel-royo-castell/354951/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Kortsmit;/players/roy-kortsmit/200996/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Troost;/players/tein-troost/525919/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
A. Kaied;/players/adam-kaied/693342/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. Koscelník;/players/martin-koscelnik/353345/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
E. Mahmutović;/players/enes-mahmutovic/347775/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
N. Bakker;/players/nordin-bakker/563909/;2024-08-31;4;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;3.0
J. Jacobs;/players/joey-jacobs/537705/;2024-08-31;4;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;3.0
H. Akujobi;/players/hamdi-akujobi/567599/;2024-08-31;4;3.0;0.0;1.0;0.0;-2.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;1.0
V. Zagaritis;/players/vasilios-zagaritis/617928/;2024-08-31;4;2.833333333333333;0.0;0.9444444444444444;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;2.7777777777777777
Visus;/players/ricardo-visus-contreras/642402/;2024-08-31;4;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;3.0
Álex Balboa;/players/alex-balboa-bandeira/627655/;2024-08-31;4;2.8;0.0;0.9333333333333333;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.7333333333333334
J. Ritmeester van de Kamp;/players/jochem-ritmeester-van-de-kamp/801840/;2024-08-31;4;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.0
B. Guillaume;/players/baptiste-guillaume/285403/;2024-08-31;4;2.2333333333333334;0.0;0.7444444444444445;0.0;-0.0;-0.0;8.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;10.977777777777778
T. Robinet;/players/thomas-robinet/312659/;2024-08-31;4;1.5333333333333332;0.0;0.5111111111111111;0.0;-0.0;-0.0;0.0;4.0;0.0;-0.0;0.0;0.0;-0.0;0.0;6.044444444444444
K. Hansen;/players/kornelius-normann-hansen/496125/;2024-08-31;4;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.0
F. Mattoir;/players/faiz-mattoir/547050/;2024-08-31;4;2.3666666666666667;0.0;0.7888888888888889;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.1555555555555554
J. Kadile;/players/junior-morau-kadile-/590286/;2024-08-31;4;1.4666666666666666;0.0;0.4888888888888889;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.9555555555555555
R. Providence;/players/ruben-providence/509854/;2024-08-31;4;0.7666666666666666;0.0;0.25555555555555554;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.0222222222222221
D. Dankerlui;/players/damil-dankerlui/314252/;2024-08-31;4;0.6333333333333333;0.0;0.2111111111111111;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.8444444444444444
G. Beaumont;/players/guus-beaumont/628831/;2024-08-31;4;0.2;0.0;0.06666666666666667;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.26666666666666666
L. Delaurier-Chaubet;/players/logan-delaurier-chaubet/626512/;2024-08-31;4;0.16666666666666666;0.0;0.05555555555555555;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.2222222222222222
J. Wendlinger;/players/jonas-wendlinger/469451/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
A. Nalić;/players/adi-nalic/459631/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Barbet;/players/theo-barbet/515917/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. van der Wilt;/players/joel-van-der-wilt/771874/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
C. Mamengi;/players/christopher-mamengi/540620/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Lawrence;/players/jamie-lawrence/216767/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
E. Vaessen;/players/etienne-vaessen/408572/;2024-08-31;4;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;3.0
M. Peersman;/players/marvin-peersman/89988/;2024-08-31;4;3.0;0.0;1.0;0.0;-2.0;-0.0;0.0;6.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;7.0
M. Rente;/players/marco-rente/450717/;2024-08-31;4;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;3.0
F. Stam;/players/finn-stam/736439/;2024-08-31;4;2.1666666666666665;0.0;0.7222222222222222;0.0;-2.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;-0.11111111111111116
L. Bacuna;/players/leandro-bacuna/88003/;2024-08-31;4;3.0;0.0;1.0;0.0;-0.0;-0.0;9.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;13.0
J. Hove;/players/johan-hove/444353/;2024-08-31;4;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.0
T. de Jonge;/players/tika-de-jonge/643975/;2024-08-31;4;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.0
L. Valente;/players/luciano-valente/703884/;2024-08-31;4;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.0
J. Schreuders;/players/jorg-schreuders/877779/;2024-08-31;4;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.0
R. Postema;/players/romano-postema/625358/;2024-08-31;4;2.1666666666666665;0.0;0.7222222222222222;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.888888888888889
T. van Bergen;/players/thom-van-bergen/873104/;2024-08-31;4;2.833333333333333;0.0;0.9444444444444444;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.7777777777777777
W. Prins;/players/wouter-prins/930296/;2024-08-31;4;0.8333333333333334;0.0;0.2777777777777778;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;1.1111111111111112
B. Willumsson;/players/brynjolfur-darri-willumsson/463548/;2024-08-31;4;0.8333333333333334;0.0;0.2777777777777778;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.1111111111111112
T. Oosting;/players/thijs-oosting/477591/;2024-08-31;4;0.16666666666666666;0.0;0.05555555555555555;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.2222222222222222
N. Emeran;/players/noam-emeran/671004/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Blokzijl;/players/thijmen-blokzijl/703893/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
H. Jurjus;/players/hidde-jurjus/301076/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
Rui Mendes;/players/rui-jorge-monteiro-mendes/453390/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Baron;/players/dirk-baron/821647/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Pelupessy;/players/joey-pelupessy/197572/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
F. Turay;/players/fofin-turay/909656/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Didillon-Hödl;/players/thomas-didillon/259971/;2024-08-31;4;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
M. Tirpan;/players/mickael-tirpan/202469/;2024-08-31;4;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
R. Behounek;/players/raffael-behounek/408747/;2024-08-31;4;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
T. St. Jago;/players/tommy-st-jago/477596/;2024-08-31;4;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
R. Sigurgeirsson;/players/runar-thor-sigurgeirsson/491746/;2024-08-31;4;2.4000000000000004;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;1.4000000000000004
A. Lachkar;/players/amine-lachkar/876151/;2024-08-31;4;2.4000000000000004;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;1.4000000000000004
J. Bosch;/players/jesse-bosch/621347/;2024-08-31;4;2.6666666666666665;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.6666666666666665
R. Meerveld;/players/ringo-meerveld/623815/;2024-08-31;4;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
C. Sandra;/players/cisse-sandra/638266/;2024-08-31;4;3.0;0.0;0.0;0.0;-0.0;-0.0;9.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;12.0
N. Doodeman;/players/nick-doodeman/454478/;2024-08-31;4;2.4000000000000004;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.4000000000000004
K. Vaesen;/players/kyan-vaesen/620620/;2024-08-31;4;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
R. Nizet;/players/rob-nizet/575071/;2024-08-31;4;0.6000000000000001;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;-0.3999999999999999
B. Lambert;/players/lambert-boris/551151/;2024-08-31;4;0.6000000000000001;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;-0.3999999999999999
A. Fatah;/players/amar-abdirahman-ahmed/801857/;2024-08-31;4;0.6000000000000001;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.6000000000000001
J. Bokila;/players/jeremy-bokila/49538/;2024-08-31;4;0.3333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.3333333333333333
J. Mathijsen;/players/jens-mathijsen/982233/;2024-08-31;4;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
